client_id,signup_date,age_band,gender,sector,employer_size,role_level,language,region,primary_theme,secondary_theme,idiosyncratic_needs,desired_coach_characteristics,wsp_directive_exploratory,wsp_structured_flexible,wsp_challenging_supportive,pers_open,pers_consc,pers_extra,pers_agree,pers_neuro,urgency,intake_narrative
K01903,2025-10-18,55-64,F,tech,large,employee,nl|en,Gelderland,zelfonderzoek,zelfvertrouwen,value-alignment|values-mapping|perfectionism,style:structured|style:same-sector,0.4998,0.802,0.7378,0.2672,0.4594,0.7297,0.4554,0.4942,low,"Ik ben perfectionist en dat remt mijn vrijheid en voldoening in het werk. Nu ik ouder word, wil ik bewust onderzoeken wat mijn echte waarden zijn en me daarvan bevrijden."
K01904,2025-10-11,35-44,F,professional_services,medium,employee,nl,Overijssel,loslaten,persoonlijk leiderschap,control-release|rumination-reduction,style:challenging|style:experienced|want:emotion_reg,0.4624,0.4459,0.6247,0.3069,0.6759,0.5002,0.8277,0.3595,low,"Ik houd alles te sterk vast en piekeren veel, wat mijn werk in professional services belast. Ik wil leren om meer los te laten en minder in kringetjes te denken."
K01905,2025-06-09,25-34,F,insurance_finance,large,employee,nl,Noord-Holland,stress,,workload-negotiation|saying-no,style:flexible|want:stress_resilience|want:assertiveness,0.5982,0.0723,0.0355,0.6406,0.8667,0.6814,0.5613,0.2846,med,"Ik krijg steeds meer op mijn bord en kan niet goed nee zeggen, wat mijn stress verhoogt. Ik wil leren om beter voor mijn grens in te staan en mijn werkload realistisch te houden."
K01906,2025-01-07,55-64,F,zorg,medium,employee,nl|en,Noord-Holland,stress,zelfonderzoek,identity-clarity|limiting-beliefs,want:career_dev|want:self_insight|style:same-sector,0.0328,0.4472,0.3617,0.8655,0.7153,0.2718,0.5359,0.6223,low,Ik merk dat veel van mijn stress voortkomt uit oude opvattingen over wat ik moet doen in mijn zorgwerk. Ik wil rustig onderzoeken welke geloven mij eigenlijk nog dienen en welke niet.
K01907,2025-01-01,35-44,F,professional_services,medium,employee,nl,Groningen,zelfonderzoek,,reflection-habits|perfectionism|values-mapping,want:stress_resilience|want:career_dev,0.7581,0.1243,0.7042,0.8993,0.1299,0.2095,0.3782,0.5707,med,Ik merk dat mijn perfectionisme mij blokkeert en ik wil beter begrijpen wat mij echt drijft in mijn werk. Het is tijd om bewuster naar mezelf te kijken en mijn waarden scherper in kaart te brengen.
K01908,2025-02-13,55-64,F,zorg,medium,manager,nl,Gelderland,zelfonderzoek,leiderschap,emotion-awareness|values-mapping,style:directive|want:career_dev,0.8051,0.358,0.6602,0.2045,0.4494,0.2641,0.4754,0.5549,med,"Als manager in de zorg realiseer ik me dat ik mijn emoties niet altijd goed kan duiden, wat invloed heeft op mijn leiderschap. Ik wil inzicht krijgen in wat ik werkelijk waardeer en hoe ik daar beter mee kan werken."
K01909,2025-02-01,45-54,M,zorg,medium,employee,nl,Utrecht,persoonlijk leiderschap,,ownership-taking|energy-management,style:flexible|want:balance|want:leadership_dev,0.6451,0.3845,0.1948,0.5642,0.4634,0.6271,0.7234,0.5463,med,Ik voel me in de zorg vaak uitgeput en neem niet altijd volledige verantwoordelijkheid voor mijn eigen keuzes. Het is tijd om mijn energie beter in te delen en meer eigenaarschap te nemen.
K01910,2025-09-09,35-44,F,insurance_finance,medium,employee,nl,Zuid-Holland,persoonlijk leiderschap,assertiviteit,decision-making|speaking-up|saying-no,style:structured|style:experienced|want:stress_resilience,0.3694,0.4485,0.163,0.8354,0.2989,0.5659,0.4372,0.615,med,Ik heb moeite om nee te zeggen en mijn standpunt duidelijk uit te spreken in mijn werk in de financiële sector. Ik wil assertiever worden en beter beslissingen durven nemen.
K01911,2025-03-22,45-54,F,zorg,large,manager,nl,Gelderland,persoonlijk leiderschap,,ownership-taking|value-alignment,style:directive|want:leadership_dev,0.896,0.7402,0.4086,0.423,0.376,0.7598,0.1899,0.6481,med,Als manager in de zorg merk ik dat ik niet altijd eigenaarschap neem en soms buiten mijn waarden opereer. Ik wil meer gericht werken vanuit wat echt belangrijk voor mij is.
K01912,2025-10-24,35-44,F,transport_logistics,small,employee,nl,Groningen,balans werk/prive,stress,recovery-routines|perfectionism,want:self_insight|want:balance,0.7844,0.6696,0.5468,0.2112,0.6898,0.9045,0.3222,0.211,low,"Mijn werk in logistiek raakt mijn privéleven en ik ben voortdurend aan het perfectioneren, wat uitputtend voelt. Ik wil beter herstellen en gezonde routines opbouwen."
K01913,2025-02-02,35-44,M,professional_services,medium,manager,nl,Noord-Holland,stress,,saying-no|perfectionism|boundary-setting|workload-negotiation,want:assertiveness|style:structured|want:self_insight,0.1707,0.6463,0.2697,0.2662,0.5213,0.5531,0.2562,0.5167,med,Als manager in professional services zit ik constant onder druk en kan ik niet goed grenzen stellen. Ik wil leren nee te zeggen en mijn werkbelasting beter onderhandelen zonder schuld te voelen.
K01914,2025-04-26,35-44,M,professional_services,medium,employee,nl,Friesland,assertiviteit,stress,workload-negotiation|recovery-routines|calming-techniques|saying-no,want:stress_resilience|style:directive,0.2592,0.1563,0.5806,0.1769,0.2282,0.3578,0.5932,0.6155,high,"Ik zit in een drukke omgeving waar ik niet goed voor mezelf opkom en veel spanning opbouw. Het is urgent dat ik leer nee te zeggen, mijn werkload af te stemmen en beter te herstellen."
K01915,2025-10-16,55-64,F,zorg,medium,employee,nl,Noord-Brabant,zelfvertrouwen,balans werk/prive,boundary-setting|time-management|limiting-beliefs|energy-management,want:balance|want:confidence|style:challenging,0.228,0.3067,0.6551,0.3587,0.1529,0.369,0.9463,0.8787,med,"Ik heb moeite werk en privé in balans te houden en twijfel aan mijn eigen kunnen als zorgprofessional. Ik wil grenzen stellen, mijn energie beter beheren en mijn beperkende gedachten aanpakken."
K01916,2025-05-17,35-44,F,insurance_finance,small,manager,nl|en,Utrecht,leiderschap,zelfonderzoek,first-time-manager|value-alignment,style:challenging|want:leadership_dev,0.6343,0.5103,0.6431,0.7656,0.3894,0.8119,0.3555,0.5286,med,Ik ben net manager geworden in de financiële sector en wil beter begrijpen wat ik waardeer en hoe dat zich verhoudt tot mijn nieuwe rol. Dit is het moment om daar duidelijkheid in te krijgen.
K01917,2025-05-03,35-44,F,zorg,large,manager,nl,Groningen,assertiviteit,communicatie,saying-no|feedback-skills|nonviolent-communication,style:directive|want:communication,0.6239,0.8043,0.6028,0.2423,0.5978,0.9323,0.4352,0.6053,high,Als manager in de zorg zie ik dat mijn communicatie niet altijd lukt en ik moeite heb feedback goed over te brengen. Het is urgent dat ik dit aanpak zodat mijn team beter functioneert.
K01918,2025-02-03,55-64,F,tech,medium,manager,nl,Zuid-Holland,balans werk/prive,persoonlijk leiderschap,time-management|role-conflict,want:stress_resilience|want:balance,0.5318,0.147,0.5611,0.8499,0.4999,0.807,0.1452,0.738,low,"Als manager in tech probeer ik werk en privé te combineren, maar dat lukt niet goed en ik ben verdeeld in rollen. Ik wil mijn tijd beter inrichten en conflicten tussen rollen oplossen."
K01919,2025-11-08,45-54,F,tech,large,employee,nl|en,Zuid-Holland,communicatie,stress,nonviolent-communication|feedback-skills|listening|perfectionism,want:stress_resilience|style:challenging,0.7979,0.6214,0.5534,0.622,0.7325,0.4013,0.129,0.2813,med,"In de tech wereld ervaar ik stress doordat mijn communicatie niet aanslaat en ik te veel perfectionisme heb. Ik wil luisteren en feedback beter geven, en minder van mezelf eisen."
K01920,2025-08-05,25-34,M,insurance_finance,large,employee,nl|en,Utrecht,stress,loopbaan,perfectionism|calming-techniques|direction-clarity,want:career_dev|style:flexible,0.1591,0.5515,0.3861,0.2289,0.4708,0.2652,0.288,0.7836,med,Ik ben jong in de financiële sector en voel me gestrest door mijn perfectionisme en onduidelijkheid over mijn richting. Ik wil kalmer worden en helderheid krijgen over wat ik werkelijk wil.
K01921,2025-09-15,35-44,F,public,large,employee,nl,Zuid-Holland,samenwerken,,listening|trust-building,want:communication|style:challenging,0.2493,0.831,0.766,0.4341,0.8538,0.1763,0.3138,0.4739,high,Ik werk in de publieke sector en ervaar spanning in samenwerking omdat ik niet goed luister en vertrouwen mist. Het is nu urgent dit aan te pakken voor een betere teamdynamiek.
K01922,2025-09-20,25-34,M,tech,large,employee,nl,Zuid-Holland,balans werk/prive,,recovery-routines|energy-management,want:balance,0.6573,0.8581,0.7879,0.6192,0.4177,0.2235,0.3281,0.4413,low,"Ik ben jong in tech en merk dat mijn werk-privébalans niet optimaal is, mijn energie raakt op. Ik wil beter herstellen en mijn energiebeheer verbeteren."
K01923,2025-06-13,45-54,F,transport_logistics,large,employee,nl,Flevoland,zelfvertrouwen,loopbaan,career-switch|speaking-up|transition-planning,style:same-sector|want:confidence,0.5605,0.2021,0.2021,0.3994,0.2902,0.3619,0.264,0.658,med,Ik twijfel aan mijn loopbaan in transport en logistiek en wil meer zelfvertrouwen om mijn stem uit te spreken. Het is tijd om na te denken over een mogelijk carrièreswitch en mijn overgang in te plannen.
K01924,2025-09-18,35-44,M,zorg,large,employee,nl,Noord-Brabant,assertiviteit,zelfonderzoek,value-alignment|values-mapping|perfectionism|emotion-awareness,want:emotion_reg|want:stress_resilience|style:same-sector,0.6785,0.4277,0.484,0.7053,0.7273,0.578,0.2369,0.7832,med,Ik ben zorgprofessional en merk dat mijn perfectionisme en emoties mijn assertiviteit in de weg staan. Ik wil helderheid over mijn waarden en beter voelen wat ik nodig heb.
K01925,2025-01-02,25-34,F,transport_logistics,large,employee,nl,Gelderland,loopbaan,,transition-planning|career-switch|identity-clarity,want:self_insight,0.8106,0.5103,0.3037,0.1972,0.734,0.8259,0.4423,0.6163,low,Ik ben jong in logistiek en voel dat deze richting niet helemaal bij mij past. Ik wil mijn identiteit beter begrijpen en stap voor stap een carrièreswitch onderzoeken.
K01926,2025-01-08,55-64,F,transport_logistics,large,employee,nl|en,Overijssel,samenwerken,persoonlijk leiderschap,ownership-taking|value-alignment,want:self_insight|style:directive,0.6374,0.4488,0.2422,0.3527,0.6354,0.3632,0.1423,0.6283,low,Ik werk in transport en logistiek en wil beter samenwerken vanuit eigenaarschap en mijn waarden. Het is tijd om dit bewuster vorm te geven in mijn dagelijks werk.
K01927,2025-07-18,55-64,F,professional_services,large,employee,nl|en,Utrecht,balans werk/prive,zelfonderzoek,limiting-beliefs|recovery-routines|boundary-setting|time-management,want:self_insight|want:confidence|style:same-sector,0.0493,0.8775,0.1891,0.8328,0.5505,0.3717,0.5369,0.3884,low,"Ik merk dat ik op mijn 55e nog steeds moeite heb grenzen te stellen tussen werk en privé, waardoor ik nooit echt uitschakel. Ik wil onderzoeken welke overtuigingen hier achter zitten en concrete routines opbouwen om dit los te laten."
K01928,2025-02-14,25-34,F,professional_services,medium,employee,nl,Noord-Holland,communicatie,leiderschap,alignment|decision-making,style:structured|style:flexible,0.4975,0.6468,0.5136,0.34,0.6035,0.507,0.5911,0.2745,med,Als jonge professional in de diensten voel ik me soms onzeker over mijn communicatie naar boven; ik wil beter leren hoe ik als leider mijn standpunt helder kan uitdragen en beslissingen kan nemen waar het team zich in herkent.
K01929,2025-10-04,25-34,M,zorg,large,employee,nl,Utrecht,loslaten,zelfonderzoek,identity-clarity|rumination-reduction|values-mapping|imposter-feelings,style:flexible|style:directive|want:self_insight,0.4062,0.8705,0.2426,0.7945,0.612,0.9733,0.3611,0.1397,med,"In de zorg ben ik voortdurend bezig met wat anderen van me denken, wat me vasthoudt; ik wil mijn eigen waarden beter ontdekken en die imposter-gevoelens eindelijk loslaten."
K01930,2025-09-13,25-34,F,transport_logistics,medium,employee,nl,Gelderland,zelfvertrouwen,,imposter-feelings|limiting-beliefs|speaking-up|visibility,style:experienced|want:confidence|style:same-sector,0.4519,0.3959,0.2444,0.3755,0.3087,0.864,0.4456,0.4288,med,"In transport/logistiek merk ik dat imposter-gevoelens me tegenhouden om mezelf zichtbaar te maken en mijn mond open te doen, terwijl ik weet dat ik het kan; ik wil dat zelfvertrouwen echt gaan voelen."
K01931,2025-01-16,35-44,M,insurance_finance,small,employee,nl|en,Noord-Holland,zelfvertrouwen,stress,imposter-feelings|self-worth|calming-techniques|visibility,want:stress_resilience|style:flexible,0.4847,0.7933,0.2721,0.1803,0.449,0.7196,0.4179,0.7333,med,"De stress bij mijn verzekeringswerk voedt gevoelens van onwaardigheid en imposter-syndroom, wat me klein maakt; ik wil die stress aanpakken en tegelijk mijn echte waarde terugvinden."
K01932,2025-01-14,45-54,F,professional_services,small,employee,nl|en,Utrecht,emotieregulatie,,calming-techniques|emotion-awareness,want:stress_resilience|want:self_insight,0.4532,0.5583,0.4348,0.2835,0.2918,0.5708,0.5148,0.4429,high,Mijn emoties in de professional services werken mij tegen; ik verlies regelmatig mijn grip en wil nu echt leren hoe ik rustig en gecentreerd kan blijven onder druk.
K01933,2025-07-10,25-34,F,tech,large,employee,nl,Zuid-Holland,stress,loslaten,saying-no|workload-negotiation|boundary-setting,want:stress_resilience|style:directive,0.3582,0.6702,0.5762,0.2378,0.6181,0.2481,0.2908,0.6548,med,"In tech loop ik tegen mijn grenzen aan omdat ik niet goed 'nee' kan zeggen, waardoor mijn werkdruk onhoudbaar is geworden; ik wil leren onderhandelend op te treden en stress af te bouwen."
K01934,2025-01-21,45-54,F,insurance_finance,medium,employee,nl|en,Utrecht,loopbaan,balans werk/prive,role-conflict|energy-management,want:stress_resilience|style:flexible|want:balance,0.69,0.5606,0.2759,0.6151,0.5245,0.7352,0.4558,0.8932,med,Op 45-jarige leeftijd voel ik de spanning tussen mijn loopbaanambitie en mijn behoefte aan privétijd steeds meer; ik wil mijn energie beter verdelen en duidelijk krijgen wat ik echt wil.
K01935,2025-04-09,45-54,F,zorg,medium,employee,nl|other,Noord-Brabant,samenwerken,loopbaan,values-mapping|direction-clarity,want:career_dev|want:self_insight,0.5703,0.8978,0.4644,0.8831,0.5206,0.812,0.6472,0.5123,high,"In de zorg word ik gedreven door wat anderen nodig hebben, maar verlies mezelf daarin; ik wil snel duidelijk krijgen waar mijn waarden liggen en wat richting ik echt uit wil."
K01936,2025-12-03,25-34,F,professional_services,large,employee,nl,Gelderland,zelfonderzoek,loopbaan,career-switch|limiting-beliefs,style:experienced|want:confidence|want:self_insight,0.5174,0.3691,0.3997,0.6764,0.7983,0.391,0.7324,0.6754,med,Ik zit in professional services en voel me steeds vaker vast; ik wil mezelf onderzoeken en ontdekken of ik echt van baan moet wisselen of dat het aan mijn mindset ligt.
K01937,2025-03-08,25-34,F,professional_services,large,employee,nl,Noord-Holland,persoonlijk leiderschap,,energy-management|ownership-taking|value-alignment,want:self_insight|style:directive,0.6387,0.6181,0.2991,0.6455,0.262,0.4307,0.5142,0.149,med,"Als jonge professional wil ik meer eigenaarschap nemen en bewuster leven volgens mijn waarden, maar ik loop tegen mijn eigen grenzen en energieverbruik aan."
K01938,2025-04-04,25-34,F,professional_services,large,employee,nl,Noord-Holland,persoonlijk leiderschap,stress,workload-negotiation|decision-making|ownership-taking,want:leadership_dev|want:stress_resilience,0.2742,0.8011,0.7143,0.6897,0.6379,0.2419,0.8929,0.5109,low,"Ik ben jong en wil graag meer eigenaarschap in mijn werk, maar de werkdruk en zelfvragen over wat ik écht wil, houden me tegen."
K01939,2025-02-24,55-64,M,transport_logistics,medium,employee,nl,Zeeland,loopbaan,emotieregulatie,identity-clarity|trigger-management|transition-planning|direction-clarity,style:flexible,0.643,0.0777,0.5271,0.7467,0.7596,0.775,0.3925,0.4293,med,"Op 55-jarige leeftijd in transport sta ik op een kruispunt: ik wil duidelijk krijgen wie ik ben en wat ik de komende jaren nog wil bereiken, maar emoties en oude patronen remmen me."
K01940,2025-02-20,35-44,M,professional_services,medium,employee,nl,Drenthe,persoonlijk leiderschap,,self-direction|decision-making|value-alignment|energy-management,style:supportive|want:balance,0.2636,0.1933,0.4071,0.2173,0.1173,0.6668,0.5003,0.9471,high,"Ik voel de urgentie om echt eigenaarschap te nemen over mijn loopbaan en leven als leider, maar ik loop vast in keuzes en weet niet waar mijn energie heen gaat."
K01941,2025-04-03,45-54,M,insurance_finance,large,employee,nl,Zeeland,communicatie,stress,boundary-setting|calming-techniques|perfectionism|workload-negotiation,want:self_insight|style:flexible|want:emotion_reg,0.4693,0.5972,0.5728,0.2381,0.6233,0.5513,0.4148,0.571,med,In mijn verzekeringswerk veroorzaakt stress dat ik niet goed kan communiceren en grenzen stel; ik wil rustiger worden en tegelijk assertiever spreken.
K01942,2025-11-01,35-44,F,transport_logistics,medium,employee,nl,Noord-Holland,loopbaan,,direction-clarity|values-mapping,want:career_dev|style:flexible,0.4426,0.2686,0.1263,0.8567,0.8536,0.4145,0.0139,0.8725,med,In transport/logistiek merk ik dat ik geen duidelijke richting heb in mijn loopbaan; ik wil ontdekken wat mijn echte waarden zijn en daarop gaan navigeren.
K01943,2025-01-09,35-44,M,public,large,manager,nl,Noord-Holland,loopbaan,balans werk/prive,boundary-setting|direction-clarity|energy-management,style:experienced|style:same-sector,0.2162,0.2075,0.6975,0.1149,0.3365,0.8648,0.6977,0.7595,low,Als manager voel ik dat werk en privé uiteen groeien en ik geen duidelijke richting heb; ik wil voorkomen dat dit groter probleem wordt.
K01944,2025-07-02,45-54,F,zorg,large,manager,nl,Utrecht,stress,loslaten,boundary-setting|workload-negotiation|saying-no,want:stress_resilience|style:structured,0.0726,0.3954,0.4992,0.6345,0.457,0.6266,0.1442,0.7404,med,Als manager in de zorg zit ik vast in overwerk en loslaten lukt niet; ik wil leren grenzen te stellen en mijn werkdruk echt terug te brengen.
K01945,2025-10-14,55-64,F,transport_logistics,small,manager,nl,Noord-Brabant,communicatie,,difficult-conversations|nonviolent-communication,style:structured|want:communication,0.9235,0.5194,0.5089,0.6857,0.8483,0.3654,0.8982,0.2799,low,Als manager in transport wil ik beter leren lastige gesprekken aan te gaan en gewelddoos te communiceren met mijn team.
K01946,2025-08-25,35-44,M,professional_services,medium,employee,nl,Overijssel,samenwerken,loopbaan,transition-planning|career-switch,style:directive|style:challenging,0.054,0.395,0.2968,0.1339,0.8931,0.4119,0.1706,0.5266,med,"Ik ben 35 en werk in professional services, maar voel dat ik misschien naar iets anders moet; ik wil nu echt onderzoeken of een switch past en hoe ik die voorbereiding aanpak."
K01947,2025-11-16,35-44,M,tech,medium,employee,nl,Noord-Brabant,balans werk/prive,stress,time-management|energy-management|role-conflict,want:balance|style:same-sector|want:stress_resilience,0.3058,0.1488,0.4622,0.5893,0.658,0.3207,0.4894,0.5427,low,"Ik merk dat ik in mijn techbaan steeds vaker 's avonds nog bezig ben met werk, wat rust en energie kost. Ik wil leren hoe ik beter mijn tijd kan indelen en grenzen kan stellen zonder me schuldig te voelen."
K01948,2025-03-07,45-54,F,insurance_finance,large,manager,nl,Noord-Holland,balans werk/prive,leiderschap,role-conflict|boundary-setting,want:assertiveness|style:structured,0.3038,0.6006,0.2126,0.6918,0.1549,0.8014,0.6478,0.7651,med,Als manager in de financiële sector struggle ik om mijn leiderschapsrol los te laten en mijn team echt los te geven. Ik wil duidelijke grenzen stellen en mijn eigen rol scherper definiëren.
K01949,2025-11-23,45-54,M,zorg,large,employee,nl|en,Zuid-Holland,zelfonderzoek,leiderschap,value-alignment|values-mapping|delegation,style:challenging|style:supportive,0.6071,0.1486,0.9235,0.4458,0.5902,0.0171,0.505,0.3232,high,In de zorg merk ik dat ik veel delegeer uit schuldgevoel in plaats van vanuit mijn waarden en kracht. Ik wil nu echt onderzoeken wat mijn echte leiderschapsstijl is en die kunnen uitdragen.
K01950,2025-12-03,35-44,M,insurance_finance,large,manager,nl,Overijssel,leiderschap,,difficult-conversations|alignment|delegation,want:communication|style:challenging,0.3651,0.8114,0.7951,0.5624,0.5298,0.6409,0.5075,0.3766,low,"Als manager moet ik vaker moeilijke gesprekken voeren en mijn team uitlijnen, maar dat voelt ongemakkelijk. Ik wil hier meer vertrouwen en klariteit in krijgen."
K01951,2025-08-18,35-44,F,professional_services,medium,employee,nl,Zuid-Holland,loopbaan,persoonlijk leiderschap,values-mapping|career-switch|decision-making,style:flexible|style:supportive,0.715,0.0963,0.4569,0.4436,0.8664,0.5829,0.5198,0.2343,high,Ik sta op een kruispunt in mijn loopbaan en voel dat mijn huidige rol niet meer aansluit bij wie ik wil zijn. Ik moet nu echt uitzoeken wat mijn volgende stap is en dat durven maken.
K01952,2025-04-02,35-44,F,zorg,small,director,nl,Zuid-Holland,balans werk/prive,leiderschap,decision-making|first-time-manager|recovery-routines,style:supportive|want:balance,0.8011,0.8827,0.5917,0.6159,0.3374,0.066,0.2641,0.3379,med,Als directeur in de zorg ben ik net bevorderd en balanceer ik lastig tussen mijn eigen herstel en alle nieuwe verantwoordelijkheden. Ik wil beter voor mezelf zorgen zonder mijn team in de steek te laten.
K01953,2025-07-24,25-34,M,zorg,large,director,nl,Noord-Holland,zelfvertrouwen,loopbaan,direction-clarity|identity-clarity|speaking-up|imposter-feelings,want:confidence|want:self_insight,0.6376,0.2224,0.3748,0.3466,0.0554,0.6285,0.5028,0.024,med,Ik twijfel als jonge directeur in de zorg of ik wel geschikt ben voor deze rol en durf niet goed mijn stem uit te steken. Ik wil echt weten wie ik ben als leider en daar meer uit groeien.
K01954,2025-11-27,35-44,F,professional_services,large,employee,nl,Noord-Brabant,emotieregulatie,persoonlijk leiderschap,calming-techniques|emotion-awareness,want:self_insight|want:stress_resilience|style:same-sector,0.2601,0.7038,0.5125,0.8634,0.6633,0.5612,0.6228,0.4836,med,"In mijn professionele rol word ik snel gestrest en kan ik mijn emoties niet goed reguleren, wat mijn werk beïnvloedt. Ik zoek praktische tools om rustiger en gerichter te werken."
K01955,2025-10-27,35-44,F,tech,small,employee,nl,Noord-Holland,leiderschap,loopbaan,direction-clarity|identity-clarity,want:self_insight,0.2466,0.5081,0.1922,0.3496,0.3561,0.6393,0.3566,0.8644,low,"Ik wil graag groeien naar een leiderschapsrol in de tech, maar ik ben onduidelijk over welke richting echt bij me past. Ik wil eerst duidelijk krijgen wie ik ben als professional."
K01956,2025-04-11,35-44,F,transport_logistics,medium,employee,nl,Friesland,communicatie,stress,saying-no|recovery-routines,want:assertiveness,0.5356,0.1921,0.4216,0.6945,0.1657,0.4108,0.2894,0.9144,med,In logistiek zeg ik te snel ja tegen verzoeken waardoor ik overbevraagd ben en gestrest raak. Ik wil leren beter nee te zeggen en meer rust in mijn werk inbouwen.
K01957,2025-10-07,25-34,F,insurance_finance,large,employee,nl|en,Limburg,emotieregulatie,stress,perfectionism|trigger-management|recovery-routines|workload-negotiation,want:stress_resilience|want:balance,0.1083,0.7853,0.6351,0.7358,0.3604,0.6991,0.4722,0.6372,med,"Ik ben perfectionist en raak snel overstuur van kleine dingen, wat mijn energie in de financiële sector opslokt. Ik wil mijn stress beter hanteren en aan mijn werkdruk sleutelen."
K01958,2025-09-12,35-44,F,zorg,large,employee,nl,Gelderland,zelfvertrouwen,persoonlijk leiderschap,ownership-taking|speaking-up|visibility,want:confidence|style:supportive,0.4511,0.0861,0.4433,0.4119,0.3809,0.1216,0.6526,0.555,med,"In de zorg voel ik me onderbelicht en durf niet goed voor mijn ideeën uit te komen, hoewel ik ze eigenlijk goed kan. Ik wil meer eigenaarschap nemen en zichtbaarder worden."
K01959,2025-11-20,25-34,M,zorg,large,employee,nl,Gelderland,communicatie,zelfvertrouwen,self-worth|visibility|speaking-up,want:assertiveness|want:confidence,0.8884,0.7314,0.5398,0.7656,0.702,0.4147,0.4935,0.3087,low,Ik ben jong in de zorg en vind het moeilijk mijn stem te gebruiken en mezelf waard te voelen. Ik wil voorzichtiger groeien in zelfvertrouwen en durven spreken.
K01960,2025-03-18,45-54,F,zorg,medium,employee,nl,Noord-Brabant,communicatie,loopbaan,nonviolent-communication|difficult-conversations|values-mapping|identity-clarity,style:supportive,0.1111,0.4126,0.8672,0.6404,0.5593,0.5554,0.7929,0.5942,med,"In de zorg voel ik me soms gevangen tussen mijn waarden en wat van me verwacht wordt, en dit speelt in mijn communicatie. Ik wil helder krijgen wie ik ben en daarvanuit kunnen spreken."
K01961,2025-02-15,35-44,M,insurance_finance,medium,employee,nl|en,Zuid-Holland,zelfonderzoek,loslaten,values-mapping|control-release,style:same-sector|style:flexible|style:supportive,0.7023,0.293,0.589,0.2742,0.2266,0.7142,0.1538,0.1527,med,Ik merk dat ik veel vast zit aan controle en dat blokkeert mijn ontwikkeling in de financiële sector. Ik wil onderzoeken wat mijn echte waarden zijn en wat ik los kan laten.
K01962,2025-09-23,35-44,F,transport_logistics,large,employee,nl,Noord-Brabant,persoonlijk leiderschap,loopbaan,transition-planning|value-alignment,style:supportive|want:career_dev|want:self_insight,0.6917,0.1112,0.1176,0.4594,0.3598,0.871,0.2525,0.1028,low,Ik denk na over een verandering in mijn loopbaan in logistiek en wil hier goed over nadenken. Ik zoek begeleiding om een stap te zetten die echt bij me aansluit.
K01963,2025-03-25,25-34,F,tech,small,employee,nl|en,Gelderland,persoonlijk leiderschap,zelfonderzoek,value-alignment|perfectionism|decision-making,want:stress_resilience|want:self_insight,0.4535,0.438,0.4141,0.3197,0.4283,0.8605,0.2701,0.2653,high,"Ik ben jong in de tech en voel me vast zitten tussen perfectie en wat ik echt wil, wat mijn beslissingen blokkeert. Ik moet nu echt uitzoeken wat mijn waarden zijn en daar naar handelen."
K01964,2025-01-22,25-34,F,zorg,small,employee,nl,Utrecht,loopbaan,persoonlijk leiderschap,value-alignment|ownership-taking,style:directive|want:leadership_dev,0.7268,0.6354,0.1103,0.6647,0.2662,0.2157,0.2386,0.6242,low,Ik begin mijn loopbaan in de zorg en wil nu al goed afstemmen met wat ik waardevol vind. Ik zoek begeleiding om eigenaarschap van mijn carrière te nemen.
K01965,2025-04-13,35-44,F,tech,large,manager,nl,Noord-Holland,assertiviteit,leiderschap,alignment|decision-making|difficult-conversations|first-time-manager,want:leadership_dev|style:supportive,0.254,0.5302,0.5019,0.1892,0.3343,0.3714,0.1043,0.8726,med,Als nieuwe manager in tech merk ik dat ik moeite heb met assertief communiceren en moeilijke gesprekken voeren. Ik wil hier meer grip op krijgen en mijn team beter kunnen sturen.
K01966,2025-10-18,35-44,M,zorg,medium,manager,nl,Noord-Brabant,stress,persoonlijk leiderschap,workload-negotiation|energy-management,style:same-sector|style:supportive,0.8593,0.7746,0.2607,0.7921,0.9041,0.7156,0.5561,0.6698,med,Als manager in de zorg ben ik overbelast en merk ik dat dit mijn leiderschapskracht aantast. Ik wil mijn werkdruk beter onderhandelen en mijn energie beter beheren.
K01967,2025-11-24,25-34,F,professional_services,large,employee,nl,Zuid-Holland,persoonlijk leiderschap,,ownership-taking|decision-making|energy-management,want:balance|want:leadership_dev,0.7501,0.3228,0.3909,0.67,0.7589,0.6018,0.3171,0.1645,med,"Ik merk dat ik in mijn rol veel initiatief neem, maar niet altijd weet hoe ik mijn energie goed verdeel en beslissingen neem waar ik volledig achter sta. Ik wil meer eigenaarschap voelen en minder twijfelen over de keuzes die ik maak."
K01968,2025-11-05,55-64,M,public,large,employee,nl,Zuid-Holland,stress,zelfonderzoek,identity-clarity|pattern-awareness|limiting-beliefs,want:self_insight,0.5799,0.4051,0.1516,0.7823,0.3621,0.6064,0.0462,0.7057,med,De stress neemt toe en ik realiseer me dat ik niet goed zie wat ik echt wil en hoe mijn oude patronen me in de weg staan. Ik wil inzicht krijgen in wat mij remt en wat ik eigenlijk geloof over mezelf.
K01969,2025-11-07,25-34,M,zorg,medium,employee,nl|en,Limburg,leiderschap,loopbaan,career-switch|transition-planning|difficult-conversations|values-mapping,want:career_dev|style:challenging|style:directive,0.7251,0.9408,0.4859,0.4235,0.0814,0.5323,0.3168,0.0715,low,Ik ben aan het nadenken over een verandering in mijn loopbaan en wil helder krijgen welke richting echt bij mij past. Coaching helpt me de stap naar iets nieuws goed voor te bereiden.
