trajectory_id,client_id,coach_id,start_date,n_sessions,completed,dropout_reason,satisfaction_1_10,goal_achievement_1_10,evaluation_completed,rematch_requested,evaluation_comment
T01091,K02046,C0016,2025-03-27,7,True,,6.0,7.0,True,False,"Redelijk verloop met matige tevredenheid en doelrealisatie; het traject sluit acceptabel af, maar had intensiever kunnen zijn."
T01092,K01809,C0069,2025-04-01,3,False,no-longer-wanted,5.0,7.0,True,False,Het traject is voortijdig beëindigd op verzoek van de coachee; ondanks goede doelrealisatie ontstond onvoldoende commitment.
T01093,K01998,C0108,2025-04-02,3,False,disappeared,,,False,True,
T01094,K02029,C0074,2025-04-02,11,True,,6.0,10.0,True,False,"Zeer goed resultaat met perfecte doelrealisatie, hoewel de tevredenheid wat genuanceerder is; alle objectives zijn bereikt."
T01095,K01952,C0101,2025-04-02,10,True,,8.0,9.0,True,False,Sterk traject met hoge tevredenheid en excellente doelrealisatie; de coachee heeft aantoonbare stappen vooruitgezet.
T01096,K01548,C0017,2025-04-02,4,True,,3.0,5.0,True,False,Teleurstellend verloop met lage tevredenheid en beperkte doelrealisatie; de aansluiting tussen coach en coachee was onvoldoende.
T01097,K01748,C0098,2025-04-02,5,True,,,,False,False,
T01098,K02289,C0022,2025-04-03,8,True,,5.0,9.0,True,False,"Goed resultaat op doelrealisatie, maar de tevredenheid kon beter; mogelijk verschil tussen verwachting en coachingproces."
T01099,K01941,C0116,2025-04-03,11,True,,6.0,9.0,True,False,Solide traject met goed bereikt doelen ondanks matige tevredenheid; de resultaten spreken voor zich.
T01100,K01938,C0006,2025-04-04,9,True,,,,False,False,
T01101,K02088,C0028,2025-04-04,10,True,,7.0,5.0,True,False,Gemengde uitkomsten met goede tevredenheid maar tegenvallende doelrealisatie; meer structuur had beter kunnen werken.
T01102,K01792,C0088,2025-04-05,3,False,external-coach,3.0,5.0,True,True,Voortijdige uitval naar externe coach; lage tevredenheid en beperkte doelrealisatie duiden op onvoldoende match.
T01103,K01995,C0048,2025-04-07,9,True,,6.0,6.0,True,False,Matig traject met gelijke standen voor tevredenheid en doelrealisatie; het verloop was stabiel maar niet inspirerend.
T01104,K01579,C0114,2025-04-07,5,True,,,,False,True,
T01105,K02003,C0116,2025-04-07,3,False,external-coach,,,False,False,
T01106,K01935,C0072,2025-04-09,12,True,,5.0,7.0,True,False,Acceptabel traject met redelijke doelrealisatie en matige tevredenheid; het traject diende het doel zonder bijzondere hoogtepunten.
T01107,K01766,C0043,2025-04-09,4,False,disappeared,4.0,7.0,True,True,Voortijdige uitval zonder vervolgcontact; ondanks aanvankelijke doelrealisatie ontstond geen blijvend engagement.
T01108,K02407,C0103,2025-04-10,5,True,,5.0,8.0,True,False,Redelijk traject met goed bereikt doelen ondanks matige tevredenheid; de coachee heeft toch vooruitgang geboekt.
T01109,K02307,C0009,2025-04-10,10,True,,,,False,True,
T01110,K01864,C0066,2025-04-10,10,True,,7.0,8.0,True,False,Goed traject met sterke doelrealisatie en goede tevredenheid; een solide afsluiting met merkbare resultaten.
T01111,K01629,C0062,2025-04-11,5,True,,3.0,6.0,True,False,Moeizaam verloop met lage tevredenheid en beperkte doelrealisatie; het traject heeft weinig opgeleverd voor de coachee.
T01112,K02417,C0017,2025-04-12,4,False,external-coach,,,False,False,
T01113,K01650,C0094,2025-04-13,9,True,,,,False,True,
T01114,K01873,C0103,2025-04-14,8,True,,,,False,False,
T01115,K01988,C0053,2025-04-15,12,True,,6.0,6.0,True,False,Neutraal traject met gelijke standen; het verloop was ordelijk maar zonder sterke ontplooiing van potentieel.
T01116,K01878,C0047,2025-04-18,6,True,,,,False,False,
T01117,K02428,C0058,2025-04-18,13,True,,5.0,7.0,True,False,Acceptabel traject met redelijke doelrealisatie en matige tevredenheid; een correcte afronding zonder noemenswaardige hoogtepunten.
T01118,K01690,C0015,2025-04-18,3,False,external-coach,,,False,False,
T01119,K02323,C0070,2025-04-19,8,True,,,,False,True,
T01120,K01634,C0094,2025-04-19,5,True,,7.0,9.0,True,False,"Goed traject afgerond met sterke doelrealisatie; de tevredenheid had iets hoger mogen zijn, maar de resultaten spreken voor zich."
T01121,K02222,C0045,2025-04-19,9,True,,7.0,9.0,True,False,Uitstekende doelrealisatie behaald en traject succesvol afgerond; nog ruimte voor verbetering in de algehele ervaring.
T01122,K02187,C0047,2025-04-19,2,False,external-coach,,,False,True,
T01123,K02040,C0099,2025-04-19,9,True,,,,False,True,
T01124,K01761,C0072,2025-04-20,7,True,,3.0,8.0,True,False,Ondanks beperkte tevredenheid zijn de doelstellingen goed gerealiseerd; mogelijk mismatch tussen verwachtingen en procesbeleving.
T01125,K01788,C0070,2025-04-20,5,True,,,,False,False,
T01126,K02318,C0024,2025-04-23,3,False,disappeared,3.0,6.0,True,False,Traject voortijdig beëindigd door uitval; doelrealisatie bleef ondermaats en tevredenheid was laag.
T01127,K01671,C0114,2025-04-25,15,True,,8.0,8.0,True,False,Zeer geslaagd traject met goede tevredenheid en sterke doelrealisatie; coachee heeft goed gebaat bij het programma.
T01128,K02063,C0049,2025-04-25,4,False,no-longer-wanted,5.0,8.0,True,False,Traject voortijdig stopgezet omdat coachee niet langer interesse had; doelrealisatie was nog aanwezig maar momentum verloren.
T01129,K01643,C0051,2025-04-25,6,True,,5.0,8.0,True,False,"Goede doelrealisatie bereikt, hoewel tevredenheid matig bleef; traject is wel afgerond."
T01130,K02037,C0101,2025-04-26,10,True,,7.0,8.0,True,False,Solide traject met degelijke doelrealisatie en redelijke tevredenheid; coachee heeft stappen vooruit gemaakt.
T01131,K01712,C0094,2025-04-26,13,True,,6.0,9.0,True,False,Uitstekende doelrealisatie bereikt ondanks gemiddelde tevredenheid; resultaten wegen op tegen de begeleiding.
T01132,K01914,C0111,2025-04-26,4,False,disappeared,7.0,9.0,True,False,Traject onverwacht gestaakt terwijl doelrealisatie goed op weg was; jammer dat momentum niet is behouden.
T01133,K01641,C0019,2025-05-01,3,False,no-longer-wanted,,,False,False,
T01134,K02204,C0059,2025-05-02,6,True,,,,False,True,
T01135,K01596,C0026,2025-05-02,10,True,,5.0,9.0,True,False,Ondanks matige tevredenheid zijn de doelstellingen bijna perfect gerealiseerd; inspanningen hebben duidelijk opgeleverd.
T01136,K01917,C0016,2025-05-03,6,True,,6.0,8.0,True,False,Goed afgerond traject met stevige doelrealisatie en acceptabele tevredenheid; coachee is voortgang geboekt.
T01137,K01850,C0002,2025-05-04,8,True,,6.0,10.0,True,False,Perfecte doelrealisatie bereikt met goed traject; ondanks gemiddelde tevredenheid zijn alle doelen volledig behaald.
T01138,K02392,C0055,2025-05-05,4,True,,5.0,7.0,True,False,Traject afgerond met matige tevredenheid en redelijke doelrealisatie; resultaten zijn bescheiden maar aanwezig.
T01139,K02435,C0035,2025-05-05,13,True,,7.0,8.0,True,True,Goed afgerond traject met goede doelrealisatie en tevredenheid; coachee heeft profijt gehad van de begeleiding.
T01140,K02169,C0081,2025-05-05,2,False,external-coach,,,False,False,
T01141,K01773,C0050,2025-05-07,2,False,disappeared,,,False,False,
T01142,K01563,C0082,2025-05-07,4,True,,6.0,8.0,True,False,Degelijk traject met acceptabele doelrealisatie en matige tevredenheid; coachee is voortgang geboekt.
T01143,K01676,C0058,2025-05-07,9,True,,5.0,7.0,True,False,"Afgerond traject met redelijke doelrealisatie; tevredenheid was matig, wat duidt op mogelijke discrepantie in procesbeleving."
T01144,K02195,C0090,2025-05-07,9,True,,7.0,7.0,True,False,Goed afgerond traject met balans tussen tevredenheid en doelrealisatie; coachee heeft constructief aan het programma deelgenomen.
T01145,K01696,C0084,2025-05-09,7,True,,,,False,False,
T01146,K02290,C0047,2025-05-09,9,True,,,,False,False,
T01147,K02243,C0032,2025-05-10,10,True,,6.0,8.0,True,False,Solide afgerond traject met goede doelrealisatie en acceptabele tevredenheid; coachee heeft voldoende voortgang geboekt.
T01148,K02162,C0116,2025-05-10,9,True,,6.0,9.0,True,False,"Goed afgerond traject met sterke doelrealisatie; tevredenheid was gemiddeld, maar resultaten zijn overtuigend."
T01149,K01631,C0067,2025-05-10,14,True,,6.0,7.0,True,False,"Het traject is afgerond met redelijke doelrealisatie, hoewel de tevredenheid matig blijft. De voortgang was stabiel, maar meer aansluiting op persoonlijke wensen zou helpen."
T01150,K01648,C0034,2025-05-11,10,True,,6.0,10.0,True,False,"Alle gestelde doelen zijn uitstekend behaald, ondanks gemiddelde tevredenheid over het proces. Dit suggereert dat de inhoud goed werkt, maar de beleving kan nog verbeteren."
T01151,K02165,C0098,2025-05-11,8,True,,7.0,6.0,True,False,"Het traject toont een positieve ervaring, hoewel de doelrealisatie wat achterblijft. Meer focus op concrete resultaten zou de afsluiting kunnen versterken."
T01152,K02312,C0107,2025-05-11,9,True,,6.0,8.0,True,False,Goed traject met sterke doelrealisatie en matige tevredenheid; de coachee heeft duidelijk voortgang geboekt ondanks enkele onvoldoende momenten.
T01153,K01665,C0019,2025-05-11,2,False,disappeared,5.0,10.0,True,False,"Ondanks excellente doelrealisatie is het contact verbroken, wat op motivatie- of levenssituatiewisseling duidt. Jammer dat het traject niet kon worden afgerond."
T01154,K02294,C0066,2025-05-13,4,True,,,,False,True,
T01155,K01733,C0008,2025-05-13,7,True,,,,False,True,
T01156,K01561,C0119,2025-05-13,12,True,,5.0,9.0,True,False,"Zeer goede doelrealisatie bereikt met minimale tevredenheid, wat wijst op pragmatische voortgang ondanks onderliggende onvrede. Meer aandacht voor de beleving zou nuttig zijn geweest."
T01157,K02000,C0106,2025-05-14,5,True,,6.0,7.0,True,False,Het traject is stabiel afgerond met evenwichtige resultaten op beide domeinen; een solide basis voor vervolgstappen.
T01158,K01827,C0071,2025-05-14,10,True,,5.0,8.0,True,False,"Goed resultaat op doelrealisatie ondanks lage tevredenheid; dit suggereert dat de coachee wel vooruitgang boekt, maar zich niet volledig begrepen voelt."
T01159,K01996,C0101,2025-05-16,11,True,,5.0,8.0,True,False,"Goede voortgang op doelen met gemiddelde tevredenheid; het traject heeft werkbare resultaten opgeleverd, al was de samenwerking niet optimaal."
T01160,K02390,C0088,2025-05-16,9,True,,,,False,False,
T01161,K02062,C0098,2025-05-16,7,True,,5.0,8.0,True,False,"Solide doelrealisatie bereikt met beperkte tevredenheid; de coachee is vooruitgegaan, maar de ervaring van het traject had beter kunnen zijn."
T01162,K01565,C0097,2025-05-16,4,True,,6.0,9.0,True,False,Sterk traject met goede doelrealisatie en redelijke tevredenheid; de coachee heeft aantoonbare voortgang geboekt en is tevreden over het bereikt resultaat.
T01163,K01916,C0114,2025-05-17,6,True,,,,False,False,
T01164,K02246,C0097,2025-05-17,5,True,,6.0,4.0,True,False,Ondanks matige tevredenheid is de doelrealisatie achterblijvend; het traject heeft niet het gewenste effect gehad en verdient heroverwegingen.
T01165,K02136,C0050,2025-05-19,2,False,disappeared,2.0,7.0,True,True,"Onverwacht contact verbroken met zeer lage tevredenheid, ondanks objectief goede doelrealisatie. Dit duidt op fundamentele onvrede met aanpak of begeleider."
T01166,K02352,C0068,2025-05-19,3,False,other,3.0,9.0,True,False,"Voortijdig beëindigd om externe redenen met lage tevredenheid, hoewel doelen inhoudelijk goed werden bereikt. Jammer dat het proces niet voltooid kon worden."
T01167,K02025,C0116,2025-05-19,7,True,,5.0,8.0,True,True,Goed afgerond traject met sterke doelrealisatie ondanks gemiddelde tevredenheid; de coachee is inhoudelijk vooruitgegaan.
T01168,K02122,C0048,2025-05-21,7,True,,,,False,True,
T01169,K02320,C0098,2025-05-21,6,True,,,,False,False,
T01170,K01602,C0039,2025-05-22,3,True,,6.0,10.0,True,True,Excellent afgerond traject met maximale doelrealisatie en goede tevredenheid; de coachee heeft alle ambities bereikt en is tevreden over het resultaat.
T01171,K02282,C0113,2025-05-22,9,True,,5.0,6.0,True,False,"Matig traject met gemiddelde scores op beide domeinen; enige voortgang is geboekt, maar het resultaat blijft onder verwachting."
T01172,K02346,C0055,2025-05-23,13,True,,7.0,7.0,True,False,Evenwichtig en positief afgerond traject met gelijke scores voor tevredenheid en doelrealisatie; een geslaagde samenwerking met solide resultaten.
T01173,K01825,C0084,2025-05-24,5,False,other,,,False,False,
T01174,K01790,C0110,2025-05-24,11,True,,,,False,False,
T01175,K02425,C0117,2025-05-25,10,True,,,,False,False,
T01176,K02066,C0072,2025-05-25,11,True,,,,False,False,
T01177,K01987,C0090,2025-05-25,8,True,,5.0,6.0,True,False,Matig traject met beperkte voortgang op beide vlakken; meer toewijding of aanpassingen zouden nodig zijn geweest voor betere resultaten.
T01178,K02115,C0061,2025-05-25,11,True,,6.0,9.0,True,False,"Goed afgerond traject met sterke doelrealisatie en matige tevredenheid; inhoudelijk veel bereikt, hoewel het proces beter had gekund."
T01179,K02130,C0094,2025-05-25,1,False,other,,,False,True,
T01180,K01560,C0114,2025-05-26,2,False,disappeared,,,False,False,
T01181,K01760,C0085,2025-05-26,5,True,,3.0,5.0,True,True,"Het traject is afgerond, maar de lage tevredenheid (3/10) geeft aan dat de samenwerking niet optimaal is verlopen ondanks matige doelrealisatie (5/10). Aanbeveling: reflectie op de aanpak en betrokkenheid."
T01182,K02004,C0099,2025-05-26,7,True,,6.0,9.0,True,False,Goed afgerond traject met sterke doelrealisatie (9/10) en redelijke tevredenheid (6/10); de coachee heeft duidelijke vooruitgang geboekt en de gestelde doelen grotendeels bereikt.
T01183,K02038,C0040,2025-05-26,3,False,external-coach,,,False,False,
T01184,K01559,C0009,2025-05-27,3,False,no-longer-wanted,6.0,8.0,True,False,"Het traject is voortijdig beëindigd op verzoek van de coachee, ondanks goede doelrealisatie (8/10); mogelijk ontbrak de motivatie om het proces voort te zetten."
T01185,K02225,C0050,2025-06-01,5,True,,6.0,10.0,True,False,Uitstekend afgerond traject met volledige doelrealisatie (10/10) en solide tevredenheid (6/10); de coachee heeft al haar gestelde doelen succesvol bereikt.
T01186,K01642,C0112,2025-06-01,15,True,,6.0,8.0,True,False,Traject succesvol afgerond met goede doelrealisatie (8/10) en gemiddelde tevredenheid (6/10); de coachee heeft substantiële voortgang geboekt.
T01187,K02128,C0062,2025-06-02,9,True,,4.0,7.0,True,True,Afgerond traject met matige tevredenheid (4/10) en redelijke doelrealisatie (7/10); de coachee heeft doelen bereikt maar beleefde het proces als minder prettig.
T01188,K02164,C0066,2025-06-02,13,True,,4.0,6.0,True,True,Traject afgerond met beperkte tevredenheid (4/10) en matige doelrealisatie (6/10); verdere aandacht voor betrokkenheid en duidelijke doelstelling is wenselijk.
T01189,K02245,C0099,2025-06-02,10,True,,8.0,8.0,True,False,Traject succesvol afgerond met goede tevredenheid (8/10) en solide doelrealisatie (8/10); de coachee was tevreden en heeft aanmerkelijke vooruitgang geboekt.
T01190,K01585,C0007,2025-06-02,3,False,disappeared,,,False,False,
T01191,K02416,C0114,2025-06-02,3,False,no-longer-wanted,,,False,True,
T01192,K01732,C0021,2025-06-03,8,True,,5.0,8.0,True,False,Afgerond traject met goede doelrealisatie (8/10) en gemiddelde tevredenheid (5/10); ondanks beperkte tevredenheid zijn de gestelde doelen grotendeels bereikt.
T01193,K02092,C0017,2025-06-03,9,True,,3.0,8.0,True,False,Traject afgerond met opvallende doelrealisatie (8/10) ondanks lage tevredenheid (3/10); de coachee heeft doelen bereikt maar ervaarde de samenwerking als minder positief.
T01194,K01718,C0013,2025-06-08,7,True,,6.0,7.0,True,False,Traject succesvol afgerond met goede doelrealisatie (7/10) en tevredenheid (6/10); de coachee heeft vooruitgang geboekt en is redelijk tevreden met het resultaat.
T01195,K02005,C0108,2025-06-08,11,True,,5.0,6.0,True,True,Traject afgerond met gemiddelde tevredenheid (5/10) en matige doelrealisatie (6/10); de resultaten zijn bescheiden en aandacht voor motivatie zou kunnen helpen.
T01196,K02073,C0084,2025-06-08,9,True,,5.0,7.0,True,True,Afgerond traject met gemiddelde tevredenheid (5/10) en redelijke doelrealisatie (7/10); de coachee heeft voortgang geboekt hoewel het enthousiasme matig bleef.
T01197,K01905,C0001,2025-06-09,5,False,disappeared,,,False,False,
T01198,K01538,C0073,2025-06-09,4,True,,4.0,8.0,True,False,Traject afgerond met lage tevredenheid (4/10) maar opvallend goede doelrealisatie (8/10); ondanks onvoldoende tevredenheid zijn de doelen effectief bereikt.
T01199,K01836,C0043,2025-06-10,3,False,external-coach,5.0,10.0,True,False,Traject voortijdig beëindigd omdat de coachee naar een externe coach is overgegaan; ondanks volledige doelrealisatie (10/10) kon dit programma niet worden afgerond.
T01200,K02159,C0103,2025-06-10,8,True,,7.0,10.0,True,False,Uitstekend afgerond traject met volle doelrealisatie (10/10) en goede tevredenheid (7/10); de coachee is zeer succesvol geweest en tevreden met de begeleiding.
T01201,K01525,C0001,2025-06-10,2,False,disappeared,5.0,8.0,True,False,Traject niet afgerond vanwege uitval van de coachee; ondanks goede doelrealisatie (8/10) kon het proces niet worden voltooid.
T01202,K01698,C0081,2025-06-11,5,True,,6.0,8.0,True,False,Succesvol afgerond traject met goede doelrealisatie (8/10) en tevredenheid (6/10); de coachee heeft aanzienlijke voortgang geboekt en is redelijk tevreden.
T01203,K01831,C0034,2025-06-12,5,True,,5.0,9.0,True,True,Traject succesvol afgerond met uitstekende doelrealisatie (9/10) en gemiddelde tevredenheid (5/10); de coachee heeft bijna alle doelen bereikt.
T01204,K01887,C0030,2025-06-12,4,True,,,,False,False,
T01205,K01985,C0050,2025-06-13,5,False,disappeared,5.0,8.0,True,False,Traject niet afgerond omdat de coachee is uitgevallen; ondanks goede doelrealisatie (8/10) kon het traject niet worden voltooid.
T01206,K01762,C0119,2025-06-13,9,True,,,,False,True,
T01207,K02064,C0072,2025-06-14,6,True,,5.0,9.0,True,True,"De doelstellingen zijn uitstekend behaald, maar de tevredenheid over het traject zelf was matig. De uitvoering kan in toekomst beter aansluiten bij verwachtingen."
T01208,K01813,C0074,2025-06-17,8,True,,6.0,8.0,True,False,"Goed resultaat met solide doelrealisatie; de samenwerking verliep behoorlijk, al is er ruimte voor meer afstemming."
T01209,K01834,C0114,2025-06-17,9,True,,,,False,False,
T01210,K01599,C0107,2025-06-18,9,True,,6.0,7.0,True,False,"Het traject heeft redelijke resultaten opgeleverd, hoewel zowel tevredenheid als doelrealisatie nog wat hoger hadden kunnen uitvallen."
T01211,K02201,C0103,2025-06-18,8,True,,7.0,9.0,True,False,Zeer goed traject met sterke doelrealisatie en goede tevredenheid; een waardevol resultaat voor de coachee.
T01212,K02207,C0049,2025-06-18,7,True,,,,False,False,
T01213,K02188,C0103,2025-06-18,13,True,,,,False,False,
T01214,K02374,C0082,2025-06-19,9,True,,,,False,False,
T01215,K01540,C0025,2025-06-19,13,True,,7.0,7.0,True,True,Evenwichtig traject met gelijke scores voor tevredenheid en doelrealisatie; een solide afrondingen zonder uitschieters.
T01216,K02013,C0022,2025-06-21,7,True,,,,False,False,
T01217,K02443,C0069,2025-06-22,11,True,,6.0,7.0,True,False,"Redelijk verloop met behoorlijke doelrealisatie, al had meer betrokkenheid de ervaring kunnen verbeteren."
T01218,K01526,C0044,2025-06-23,9,True,,,,False,False,
T01219,K01843,C0044,2025-06-23,4,True,,5.0,8.0,True,True,De gestelde doelen zijn goed bereikt ondanks gematigde tevredenheid; het proces had beter kunnen voelen voor de coachee.
T01220,K01738,C0039,2025-06-23,9,True,,6.0,9.0,True,False,Sterk traject met uitstekende doelrealisatie en goede tevredenheid; een geslaagde samenwerking.
T01221,K02297,C0095,2025-06-24,2,False,external-coach,,,False,False,
T01222,K01744,C0094,2025-06-25,2,False,external-coach,,,False,False,
T01223,K02143,C0067,2025-06-27,4,False,no-longer-wanted,,,False,True,
T01224,K02433,C0101,2025-06-27,10,True,,6.0,8.0,True,True,Goed resultaat bereikt met behoorlijke tevredenheid en sterke doelrealisatie over het geheel.
T01225,K01944,C0011,2025-07-02,5,True,,6.0,7.0,True,False,Evenwichtig traject met redelijke resultaten op beide fronten; een behoorlijke afronding.
T01226,K02150,C0039,2025-07-03,5,True,,,,False,True,
T01227,K01978,C0114,2025-07-03,9,True,,,,False,False,
T01228,K02263,C0072,2025-07-05,5,True,,5.0,9.0,True,False,"Excellente doelrealisatie bereikt, hoewel de tevredenheid achter kon blijven; de inhoudelijke resultaten spreken voor zich."
T01229,K01694,C0094,2025-07-06,5,True,,7.0,7.0,True,False,Goed afgerond traject met evenwichtige scores; een betrouwbare samenwerking met duidelijke resultaten.
T01230,K01933,C0006,2025-07-10,7,True,,,,False,True,
T01231,K01876,C0067,2025-07-12,5,True,,4.0,8.0,True,False,Ondanks lage tevredenheid zijn de doelen goed gerealiseerd; de inhoud werkte beter dan de beleving.
T01232,K01797,C0013,2025-07-12,12,True,,6.0,7.0,True,False,Redelijk traject met beperkte tevredenheid en matige doelrealisatie; er was meer mogelijk geweest.
T01233,K01582,C0050,2025-07-13,7,True,,5.0,8.0,True,False,Goed resultaat bereikt ondanks gematigde tevredenheid; de concrete doelen zijn waargemaakt.
T01234,K02260,C0036,2025-07-16,12,True,,6.0,8.0,True,False,Behoorlijk traject met goede doelrealisatie en redelijke tevredenheid; een solide afronding.
T01235,K01880,C0047,2025-07-17,8,True,,6.0,7.0,True,False,Redelijk verloop met evenwichtige resultaten; het traject heeft de basisverwachtingen waargemaakt.
T01236,K01927,C0047,2025-07-18,7,True,,6.0,5.0,True,False,Beperkte doelrealisatie ondanks redelijke tevredenheid; de inhoudelijke voortgang bleef achter.
T01237,K02076,C0025,2025-07-18,9,True,,5.0,10.0,True,False,"Uitstekende doelrealisatie bereikt; hoewel de tevredenheid gematigd was, zijn de resultaten overtuigend."
T01238,K02024,C0089,2025-07-19,4,False,disappeared,5.0,4.0,True,True,Traject voortijdig beëindigd door uitval van de coachee; zowel tevredenheid als doelrealisatie bleven zeer beperkt.
T01239,K01888,C0084,2025-07-19,2,False,no-longer-wanted,,,False,True,
T01240,K01999,C0050,2025-07-22,8,True,,,,False,False,
T01241,K01977,C0066,2025-07-22,9,True,,4.0,7.0,True,False,"De doelstellingen zijn goed gerealiseerd, maar de tevredenheid bleef achter bij de verwachtingen. Mogelijk verdient de begeleiding meer aandacht voor persoonlijke afstemming."
T01242,K02231,C0006,2025-07-23,8,True,,5.0,9.0,True,False,"Uitstekende doelrealisatie ondanks matige tevredenheid; het traject leverde concrete resultaten op, hoewel de ervaring niet volledig aansloot."
T01243,K01953,C0019,2025-07-24,7,True,,6.0,7.0,True,False,Solide voortgang met redelijke tevredenheid en doelrealisatie; het traject heeft duidelijk waarde opgeleverd voor de coachee.
T01244,K02271,C0077,2025-07-24,4,False,other,6.0,9.0,True,False,"Sterke doelrealisatie bereikt, maar het traject is niet afgerond volgens plan. Afsluiting en vervolgafspraken verdienen aandacht."
T01245,K01770,C0085,2025-07-25,8,True,,6.0,8.0,True,False,Goed resultaat met goede doelrealisatie en voldoende tevredenheid; een evenwichtig en succesvol traject.
T01246,K02368,C0070,2025-07-25,5,True,,4.0,4.0,True,True,Zowel tevredenheid als doelrealisatie bleven onder verwachting; het traject heeft onvoldoende opgeleverd en verdient reflectie.
T01247,K01510,C0048,2025-07-26,5,True,,7.0,8.0,True,False,Positief traject met goed bereikt resultaat en sterke tevredenheid van de coachee; een geslaagde samenwerking.
T01248,K02287,C0015,2025-08-02,9,True,,,,False,False,
T01249,K02221,C0108,2025-08-03,5,True,,5.0,8.0,True,False,Goede doelrealisatie bereikt ondanks matige tevredenheid; de concrete voortgang weegt op tegen een minder positieve beleving.
T01250,K01889,C0039,2025-08-03,9,True,,4.0,9.0,True,False,Opvallend: zeer hoge doelrealisatie terwijl tevredenheid laag bleef. Mogelijk verschil tussen objectieve voortgang en subjectieve ervaring.
T01251,K02012,C0070,2025-08-04,4,True,,5.0,4.0,True,False,Teleurstellend resultaat: doelrealisatie bleef beperkt en tevredenheid was laag. Meer focus op effectiviteit en engagement was nodig geweest.
T01252,K01608,C0074,2025-08-06,6,True,,3.0,7.0,True,True,Matige tevredenheid ondanks redelijke doelrealisatie; de coachee was niet volledig overtuigd van de waarde van het traject.
T01253,K01697,C0065,2025-08-06,10,True,,6.0,7.0,True,False,Solide voortgang met voldoende tevredenheid en doelrealisatie; een stabiel en nuttig traject.
T01254,K02348,C0074,2025-08-08,7,True,,3.0,6.0,True,False,Lage tevredenheid bij beperkte doelrealisatie; het traject heeft onvoldoende aan verwachtingen voldaan.
T01255,K01970,C0081,2025-08-08,9,True,,,,False,True,
T01256,K02116,C0049,2025-08-09,2,False,disappeared,7.0,9.0,True,False,"Sterke voortgang en hoge tevredenheid, maar het traject is voortijdig gestaakt. Jammer dat dit proces niet is afgerond."
T01257,K02105,C0098,2025-08-10,8,True,,,,False,False,
T01258,K02406,C0073,2025-08-11,3,False,disappeared,,,False,True,
T01259,K02153,C0069,2025-08-11,11,True,,6.0,9.0,True,False,Uitstekend resultaat: hoge doelrealisatie gecombineerd met goede tevredenheid. Een succesvol en waardevol traject.
T01260,K02372,C0050,2025-08-13,8,True,,6.0,8.0,True,False,Goed afgerond traject met sterke doelrealisatie en voldoende tevredenheid; solide resultaat bereikt.
T01261,K02163,C0061,2025-08-13,6,True,,8.0,8.0,True,False,Zeer positief traject: hoge tevredenheid en excellente doelrealisatie. Een voorbeeldige samenwerking met duidelijk resultaat.
T01262,K01755,C0028,2025-08-13,10,True,,2.0,5.0,True,False,Zeer lage tevredenheid en beperkte doelrealisatie; het traject heeft essentieel niet opgeleverd wat nodig was.
T01263,K02197,C0116,2025-08-14,4,False,external-coach,,,False,False,
T01264,K01607,C0114,2025-08-14,6,True,,4.0,7.0,True,True,Redelijke doelrealisatie ondanks lage tevredenheid; het traject leverde resultaat op maar voelde voor de coachee onvoldoende passend.
T01265,K01896,C0069,2025-08-17,9,True,,4.0,8.0,True,True,"Goed resultaat met sterke doelrealisatie, hoewel de tevredenheid wat achterblijft; de concrete voortgang is duidelijk."
T01266,K01951,C0039,2025-08-18,11,True,,5.0,10.0,True,True,"Doelstelling volledig bereikt, maar de samenwerking voelde niet optimaal aan; mogelijk was de aanpak niet helemaal passend voor deze coachee."
T01267,K01710,C0036,2025-08-22,2,False,external-coach,,,False,True,
T01268,K02389,C0045,2025-08-22,2,False,no-longer-wanted,,,False,True,
T01269,K02206,C0081,2025-08-22,5,False,other,,,False,False,
T01270,K01993,C0108,2025-08-26,14,True,,,,False,False,
T01271,K02166,C0054,2025-08-27,8,True,,6.0,6.0,True,False,"Matige tevredenheid en doelrealisatie; het traject heeft enig resultaat opgeleverd, maar meer inhoud of afstemming had beter kunnen uitpakken."
T01272,K02028,C0055,2025-08-27,10,True,,7.0,8.0,True,False,Goed traject met sterke doelrealisatie; de coachee is tevreden en heeft duidelijke vooruitgang geboekt.
T01273,K01511,C0059,2025-09-01,3,True,,6.0,8.0,True,False,Solide resultaat met goed bereikt doel ondanks matige tevredenheid; mogelijk speelde verwachtingsmanagement een rol.
T01274,K02430,C0116,2025-09-01,7,True,,7.0,8.0,True,False,Positief traject met goed bereikt doel en tevredenheid; de coachee heeft concrete stappen gemaakt.
T01275,K01518,C0044,2025-09-02,1,False,no-longer-wanted,6.0,10.0,True,False,Ondanks perfecte doelrealisatie heeft de coachee gekozen het traject voortijdig te beëindigen; blijkbaar was de behoefte niet meer aanwezig.
T01276,K01849,C0067,2025-09-02,7,True,,7.0,9.0,True,False,Zeer succesvol traject met hoge doelrealisatie en goede tevredenheid; sterke samenwerking en duidelijke resultaten.
T01277,K02356,C0095,2025-09-04,7,True,,6.0,8.0,True,False,Goed afgerond traject met solide doelrealisatie; de coachee is redelijk tevreden en heeft vooruitgang geboekt.
T01278,K02021,C0088,2025-09-04,10,True,,6.0,7.0,True,False,Redelijk traject met matige tevredenheid maar aanvaardbare doelrealisatie; ruimte voor verbetering in de samenwerking.
